* Dictionary *
session:		session #
period:		period #
id:			id #
female:		= 1 if male, 0 o/w
major:		major
group:		identifies subjects that were grouped together
sub_session:	identifies subjects that could be matched together in a session
would_pay:		what the subject offered to pay
would_receive:	what the partner offered to pay
game:			game
exogenous:		= 1 if transfered were determine exogenously, 0 o/w
cooperate:		= 1 if cooperated, 0 o/w
row:			= 1 for row players, 0 o/w
transfer:		= 1 if subjects were in a session where they could offer transfers, 0 o/w
**************

session	period	id	female	major	group	sub_session	would_pay	would_receive	game	exogenous	cooperate	row	transfer
1	7	3	1	"Biopsych"	1	1	10	8	1	0	1	0	1
1	7	2	1	"Physics"	2	1	14	12	1	0	1	0	1
1	7	4	1	"Psych"	2	1	12	14	1	0	1	1	1
1	8	2	1	"Physics"	1	1	14	15	1	0	1	0	1
1	8	4	1	"Psych"	1	1	15	14	1	0	1	1	1
1	8	1	0	"Undecided"	2	1	12	12	1	0	0	0	1
1	8	3	1	"Biopsych"	2	1	12	12	1	0	0	1	1
1	9	1	0	"Undecided"	1	1	8	8	1	0	0	1	1
1	9	3	1	"Biopsych"	1	1	8	8	1	0	1	0	1
1	9	2	1	"Physics"	2	1	14	23	1	0	1	1	1
1	9	4	1	"Psych"	2	1	23	14	1	0	1	0	1
1	10	1	0	"Undecided"	1	1	8	8	1	0	0	1	1
1	10	3	1	"Biopsych"	1	1	8	8	1	0	1	0	1
1	10	2	1	"Physics"	2	1	14	17	1	0	1	0	1
1	10	4	1	"Psych"	2	1	17	14	1	0	1	1	1
1	11	1	0	"Undecided"	1	1	8	14	1	0	0	1	1
1	11	2	1	"Physics"	1	1	14	8	1	0	0	0	1
1	11	3	1	"Biopsych"	2	1	8	15	1	0	0	0	1
1	11	4	1	"Psych"	2	1	15	8	1	0	1	1	1
1	12	2	1	"Physics"	1	1	14	8	1	0	0	0	1
1	12	3	1	"Biopsych"	1	1	8	14	1	0	0	1	1
1	12	1	0	"Undecided"	2	1	12	15	1	0	1	0	1
1	12	4	1	"Psych"	2	1	15	12	1	0	1	1	1
1	13	2	1	"Physics"	1	1	10	8	1	0	0	1	1
1	13	3	1	"Biopsych"	1	1	8	10	1	0	0	0	1
1	13	1	0	"Undecided"	2	1	8	18	1	0	0	1	1
1	13	4	1	"Psych"	2	1	18	8	1	0	0	0	1
1	14	3	1	"Biopsych"	1	1	12	15	1	0	0	1	1
1	14	4	1	"Psych"	1	1	15	12	1	0	1	0	1
1	14	1	0	"Undecided"	2	1	12	12	1	0	0	0	1
1	14	2	1	"Physics"	2	1	12	12	1	0	1	1	1
1	15	1	0	"Undecided"	1	1	12	10	1	0	0	0	1
1	15	3	1	"Biopsych"	1	1	10	12	1	0	1	1	1
1	15	2	1	"Physics"	2	1	10	17	1	0	1	1	1
1	15	4	1	"Psych"	2	1	17	10	1	0	1	0	1
1	16	2	1	"Physics"	1	1	16	15	1	0	1	0	1
1	16	4	1	"Psych"	1	1	15	16	1	0	1	1	1
1	16	1	0	"Undecided"	2	1	12	12	1	0	0	0	1
1	16	3	1	"Biopsych"	2	1	12	12	1	0	0	1	1
1	17	1	0	"Undecided"	1	1	8	12	1	0	0	1	1
1	17	3	1	"Biopsych"	1	1	12	8	1	0	0	0	1
1	17	2	1	"Physics"	2	1	15	15	1	0	1	0	1
1	17	4	1	"Psych"	2	1	15	15	1	0	1	1	1
1	18	2	1	"Physics"	1	1	15	15	1	0	1	0	1
1	18	4	1	"Psych"	1	1	15	15	1	0	1	1	1
1	18	1	0	"Undecided"	2	1	12	8	1	0	0	0	1
1	18	3	1	"Biopsych"	2	1	8	12	1	0	1	1	1
1	19	1	0	"Undecided"	1	1	8	5	1	0	0	1	1
1	19	3	1	"Biopsych"	1	1	5	8	1	0	0	0	1
1	19	2	1	"Physics"	2	1	15	15	1	0	1	0	1
1	19	4	1	"Psych"	2	1	15	15	1	0	1	1	1
1	20	2	1	"Physics"	1	1	15	5	1	0	0	0	1
1	20	3	1	"Biopsych"	1	1	5	15	1	0	0	1	1
1	20	1	0	"Undecided"	2	1	8	20	1	0	1	1	1
1	20	4	1	"Psych"	2	1	20	8	1	0	0	0	1
1	21	1	0	"Undecided"	1	1	8	20	1	0	1	1	1
1	21	3	1	"Biopsych"	1	1	20	8	1	0	0	0	1
1	21	2	1	"Physics"	2	1	15	15	1	0	1	0	1
1	21	4	1	"Psych"	2	1	15	15	1	0	1	1	1
1	22	1	0	"Undecided"	1	1	8	15	1	0	0	1	1
1	22	2	1	"Physics"	1	1	15	8	1	0	1	0	1
1	22	3	1	"Biopsych"	2	1	20	15	1	0	1	0	1
1	22	4	1	"Psych"	2	1	15	20	1	0	1	1	1
1	23	2	1	"Physics"	1	1	15	15	1	0	1	0	1
1	23	4	1	"Psych"	1	1	15	15	1	0	1	1	1
1	23	1	0	"Undecided"	2	1	8	20	1	0	1	1	1
1	23	3	1	"Biopsych"	2	1	20	8	1	0	0	0	1
1	24	1	0	"Undecided"	1	1	12	14	1	0	0	0	1
1	24	2	1	"Physics"	1	1	14	12	1	0	1	1	1
1	24	3	1	"Biopsych"	2	1	3	15	1	0	0	0	1
1	24	4	1	"Psych"	2	1	15	3	1	0	0	1	1
1	25	1	0	"Undecided"	1	1	8	20	1	0	1	1	1
1	25	3	1	"Biopsych"	1	1	20	8	1	0	1	0	1
1	25	2	1	"Physics"	2	1	15	15	1	0	1	0	1
1	25	4	1	"Psych"	2	1	15	15	1	0	1	1	1
1	1	6	0	"Materials eng."	3	2	9	20	1	0	1	1	1
1	1	8	1	"Aquatic biology"	3	2	20	9	1	0	1	0	1
1	1	5	1	"Phys. Anthro"	4	2	0	17	1	0	1	1	1
1	1	7	1	"Psych"	4	2	17	0	1	0	1	0	1
1	2	5	1	"Phys. Anthro"	3	2	0	0	1	0	0	1	1
1	2	7	1	"Psych"	3	2	0	0	1	0	1	0	1
1	2	6	0	"Materials eng."	4	2	13	10	1	0	1	0	1
1	2	8	1	"Aquatic biology"	4	2	10	13	1	0	1	1	1
1	3	6	0	"Materials eng."	3	2	13	15	1	0	1	1	1
1	3	7	1	"Psych"	3	2	15	13	1	0	1	0	1
1	3	5	1	"Phys. Anthro"	4	2	0	10	1	0	0	0	1
1	3	8	1	"Aquatic biology"	4	2	10	0	1	0	0	1	1
1	4	6	0	"Materials eng."	3	2	9	10	1	0	0	1	1
1	4	8	1	"Aquatic biology"	3	2	10	9	1	0	0	0	1
1	4	5	1	"Phys. Anthro"	4	2	0	18	1	0	0	0	1
1	4	7	1	"Psych"	4	2	18	0	1	0	0	1	1
1	5	6	0	"Materials eng."	3	2	13	10	1	0	1	0	1
1	5	8	1	"Aquatic biology"	3	2	10	13	1	0	1	1	1
1	5	5	1	"Phys. Anthro"	4	2	0	20	1	0	0	0	1
1	5	7	1	"Psych"	4	2	20	0	1	0	1	1	1
1	6	7	1	"Psych"	3	2	0	10	1	0	1	0	1
1	6	8	1	"Aquatic biology"	3	2	10	0	1	0	0	1	1
1	6	5	1	"Phys. Anthro"	4	2	0	9	1	0	0	0	1
1	6	6	0	"Materials eng."	4	2	9	0	1	0	0	1	1
1	7	5	1	"Phys. Anthro"	3	2	10	10	1	0	0	1	1
1	7	8	1	"Aquatic biology"	3	2	10	10	1	0	0	0	1
1	7	6	0	"Materials eng."	4	2	13	17	1	0	1	0	1
1	7	7	1	"Psych"	4	2	17	13	1	0	1	1	1
1	8	5	1	"Phys. Anthro"	3	2	10	10	1	0	0	1	1
1	8	8	1	"Aquatic biology"	3	2	10	10	1	0	0	0	1
1	8	6	0	"Materials eng."	4	2	9	16	1	0	1	1	1
1	8	7	1	"Psych"	4	2	16	9	1	0	1	0	1
1	9	5	1	"Phys. Anthro"	3	2	10	13	1	0	0	1	1
1	9	6	0	"Materials eng."	3	2	13	10	1	0	1	0	1
1	9	7	1	"Psych"	4	2	9	10	1	0	0	1	1
1	9	8	1	"Aquatic biology"	4	2	10	9	1	0	0	0	1
1	10	5	1	"Phys. Anthro"	3	2	7	8	1	0	0	1	1
1	10	7	1	"Psych"	3	2	8	7	1	0	0	0	1
1	10	6	0	"Materials eng."	4	2	13	0	1	0	0	0	1
1	10	8	1	"Aquatic biology"	4	2	0	13	1	0	0	1	1
1	11	5	1	"Phys. Anthro"	3	2	8	13	1	0	0	1	1
1	11	7	1	"Psych"	3	2	13	8	1	0	1	0	1
1	11	6	0	"Materials eng."	4	2	9	10	1	0	1	1	1
1	11	8	1	"Aquatic biology"	4	2	10	9	1	0	0	0	1
1	12	6	0	"Materials eng."	3	2	14	0	1	0	0	0	1
1	12	7	1	"Psych"	3	2	0	14	1	0	0	1	1
1	12	5	1	"Phys. Anthro"	4	2	9	10	1	0	0	1	1
1	12	8	1	"Aquatic biology"	4	2	10	9	1	0	0	0	1
1	13	7	1	"Psych"	3	2	18	9	1	0	0	1	1
1	13	8	1	"Aquatic biology"	3	2	9	18	1	0	1	0	1
1	13	5	1	"Phys. Anthro"	4	2	10	10	1	0	0	0	1
1	13	6	0	"Materials eng."	4	2	10	10	1	0	0	1	1
1	14	6	0	"Materials eng."	3	2	14	9	1	0	1	0	1
1	14	8	1	"Aquatic biology"	3	2	9	14	1	0	1	1	1
1	14	5	1	"Phys. Anthro"	4	2	18	16	1	0	0	0	1
1	14	7	1	"Psych"	4	2	16	18	1	0	1	1	1
1	15	7	1	"Psych"	3	2	1	7	1	0	0	0	1
1	15	8	1	"Aquatic biology"	3	2	7	1	1	0	1	1	1
1	15	5	1	"Phys. Anthro"	4	2	15	9	1	0	0	0	1
1	15	6	0	"Materials eng."	4	2	9	15	1	0	1	1	1
1	16	5	1	"Phys. Anthro"	3	2	15	13	1	0	0	1	1
1	16	6	0	"Materials eng."	3	2	13	15	1	0	1	0	1
1	16	7	1	"Psych"	4	2	3	1	1	0	1	1	1
1	16	8	1	"Aquatic biology"	4	2	1	3	1	0	0	0	1
1	17	5	1	"Phys. Anthro"	3	2	10	1	1	0	0	1	1
1	17	8	1	"Aquatic biology"	3	2	1	10	1	0	0	0	1
1	17	6	0	"Materials eng."	4	2	13	8	1	0	0	0	1
1	17	7	1	"Psych"	4	2	8	13	1	0	0	1	1
1	18	5	1	"Phys. Anthro"	3	2	14	9	1	0	0	0	1
1	18	6	0	"Materials eng."	3	2	9	14	1	0	1	1	1
1	18	7	1	"Psych"	4	2	16	10	1	0	1	1	1
1	18	8	1	"Aquatic biology"	4	2	10	16	1	0	0	0	1
1	19	5	1	"Phys. Anthro"	3	2	10	10	1	0	0	0	1
1	19	8	1	"Aquatic biology"	3	2	10	10	1	0	1	1	1
1	19	6	0	"Materials eng."	4	2	13	18	1	0	1	0	1
1	19	7	1	"Psych"	4	2	18	13	1	0	1	1	1
1	20	7	1	"Psych"	3	2	1	10	1	0	1	0	1
1	20	8	1	"Aquatic biology"	3	2	10	1	1	0	0	1	1
1	20	5	1	"Phys. Anthro"	4	2	10	11	1	0	0	0	1
1	20	6	0	"Materials eng."	4	2	11	10	1	0	1	1	1
1	21	5	1	"Phys. Anthro"	3	2	8	10	1	0	0	1	1
1	21	8	1	"Aquatic biology"	3	2	10	8	1	0	0	0	1
1	21	6	0	"Materials eng."	4	2	15	14	1	0	1	0	1
1	21	7	1	"Psych"	4	2	14	15	1	0	1	1	1
1	22	7	1	"Psych"	3	2	13	10	1	0	0	1	1
1	22	8	1	"Aquatic biology"	3	2	10	13	1	0	1	0	1
1	22	5	1	"Phys. Anthro"	4	2	10	11	1	0	0	0	1
1	22	6	0	"Materials eng."	4	2	11	10	1	0	0	1	1
1	23	7	1	"Psych"	3	2	14	10	1	0	0	1	1
1	23	8	1	"Aquatic biology"	3	2	10	14	1	0	0	0	1
1	23	5	1	"Phys. Anthro"	4	2	8	15	1	0	0	1	1
1	23	6	0	"Materials eng."	4	2	15	8	1	0	1	0	1
1	24	6	0	"Materials eng."	3	2	9	13	1	0	1	0	1
1	24	7	1	"Psych"	3	2	13	9	1	0	1	1	1
1	24	5	1	"Phys. Anthro"	4	2	13	15	1	0	0	0	1
1	24	8	1	"Aquatic biology"	4	2	15	13	1	0	1	1	1
1	25	6	0	"Materials eng."	3	2	14	12	1	0	1	0	1
1	25	7	1	"Psych"	3	2	12	14	1	0	1	1	1
1	25	5	1	"Phys. Anthro"	4	2	8	14	1	0	0	1	1
1	25	8	1	"Aquatic biology"	4	2	14	8	1	0	0	0	1
1	1	10	1	"Education"	5	3	15	5	1	0	1	0	1
1	1	12	1	"Biopsych"	5	3	5	15	1	0	1	1	1
1	1	9	1	"Env. Sci/mgmt"	6	3	9	6	1	0	0	1	1
1	1	11	0	"Physics"	6	3	6	9	1	0	1	0	1
1	2	9	1	"Env. Sci/mgmt"	5	3	9	5	1	0	0	1	1
1	2	12	1	"Biopsych"	5	3	5	9	1	0	1	0	1
1	2	10	1	"Education"	6	3	18	5	1	0	1	0	1
1	2	11	0	"Physics"	6	3	5	18	1	0	1	1	1
1	3	10	1	"Education"	5	3	20	7	1	0	0	0	1
1	3	11	0	"Physics"	5	3	7	20	1	0	1	1	1
1	3	9	1	"Env. Sci/mgmt"	6	3	9	5	1	0	0	1	1
1	3	12	1	"Biopsych"	6	3	5	9	1	0	0	0	1
1	4	10	1	"Education"	5	3	4	5	1	0	0	1	1
1	4	11	0	"Physics"	5	3	5	4	1	0	0	0	1
1	4	9	1	"Env. Sci/mgmt"	6	3	13	5	1	0	0	0	1
1	4	12	1	"Biopsych"	6	3	5	13	1	0	0	1	1
1	5	9	1	"Env. Sci/mgmt"	5	3	9	5	1	0	0	1	1
1	5	12	1	"Biopsych"	5	3	5	9	1	0	1	0	1
1	5	10	1	"Education"	6	3	10	10	1	0	1	1	1
1	5	11	0	"Physics"	6	3	10	10	1	0	0	0	1
1	6	9	1	"Env. Sci/mgmt"	5	3	9	5	1	0	0	1	1
1	6	12	1	"Biopsych"	5	3	5	9	1	0	0	0	1
1	6	10	1	"Education"	6	3	10	10	1	0	0	0	1
1	6	11	0	"Physics"	6	3	10	10	1	0	0	1	1
1	7	11	0	"Physics"	5	3	10	5	1	0	1	0	1
1	7	12	1	"Biopsych"	5	3	5	10	1	0	0	1	1
1	7	9	1	"Env. Sci/mgmt"	6	3	13	15	1	0	1	0	1
1	7	10	1	"Education"	6	3	15	13	1	0	1	1	1
1	8	9	1	"Env. Sci/mgmt"	5	3	9	19	1	0	1	1	1
1	8	12	1	"Biopsych"	5	3	19	9	1	0	1	0	1
1	8	10	1	"Education"	6	3	20	6	1	0	0	0	1
1	8	11	0	"Physics"	6	3	6	20	1	0	0	1	1
1	9	9	1	"Env. Sci/mgmt"	5	3	9	30	1	0	1	1	1
1	9	10	1	"Education"	5	3	30	9	1	0	0	0	1
1	9	11	0	"Physics"	6	3	6	5	1	0	1	0	1
1	9	12	1	"Biopsych"	6	3	5	6	1	0	0	1	1
1	10	11	0	"Physics"	5	3	10	5	1	0	1	0	1
1	10	12	1	"Biopsych"	5	3	5	10	1	0	0	1	1
1	10	9	1	"Env. Sci/mgmt"	6	3	9	20	1	0	1	1	1
1	10	10	1	"Education"	6	3	20	9	1	0	0	0	1
1	11	9	1	"Env. Sci/mgmt"	5	3	9	20	1	0	1	1	1
1	11	10	1	"Education"	5	3	20	9	1	0	0	0	1
1	11	11	0	"Physics"	6	3	10	6	1	0	1	0	1
1	11	12	1	"Biopsych"	6	3	6	10	1	0	0	1	1
1	12	9	1	"Env. Sci/mgmt"	5	3	9	25	1	0	1	1	1
1	12	12	1	"Biopsych"	5	3	25	9	1	0	1	0	1
1	12	10	1	"Education"	6	3	20	6	1	0	0	0	1
1	12	11	0	"Physics"	6	3	6	20	1	0	1	1	1
1	13	9	1	"Env. Sci/mgmt"	5	3	9	18	1	0	1	1	1
1	13	12	1	"Biopsych"	5	3	18	9	1	0	1	0	1
1	13	10	1	"Education"	6	3	15	6	1	0	0	1	1
1	13	11	0	"Physics"	6	3	6	15	1	0	1	0	1
1	14	9	1	"Env. Sci/mgmt"	5	3	13	11	1	0	1	0	1
1	14	11	0	"Physics"	5	3	11	13	1	0	1	1	1
1	14	10	1	"Education"	6	3	20	3	1	0	0	0	1
1	14	12	1	"Biopsych"	6	3	3	20	1	0	0	1	1
1	15	9	1	"Env. Sci/mgmt"	5	3	13	10	1	0	1	0	1
1	15	11	0	"Physics"	5	3	10	13	1	0	1	1	1
1	15	10	1	"Education"	6	3	20	4	1	0	0	0	1
1	15	12	1	"Biopsych"	6	3	4	20	1	0	1	1	1
1	16	10	1	"Education"	5	3	20	6	1	0	0	0	1
1	16	12	1	"Biopsych"	5	3	6	20	1	0	0	1	1
1	16	9	1	"Env. Sci/mgmt"	6	3	9	12	1	0	0	1	1
1	16	11	0	"Physics"	6	3	12	9	1	0	1	0	1
1	17	10	1	"Education"	5	3	15	12	1	0	0	1	1
1	17	11	0	"Physics"	5	3	12	15	1	0	1	0	1
1	17	9	1	"Env. Sci/mgmt"	6	3	9	18	1	0	1	1	1
1	17	12	1	"Biopsych"	6	3	18	9	1	0	1	0	1
1	18	9	1	"Env. Sci/mgmt"	5	3	9	20	1	0	1	1	1
1	18	10	1	"Education"	5	3	20	9	1	0	1	0	1
1	18	11	0	"Physics"	6	3	10	12	1	0	0	0	1
1	18	12	1	"Biopsych"	6	3	12	10	1	0	1	1	1
1	19	10	1	"Education"	5	3	30	5	1	0	0	0	1
1	19	11	0	"Physics"	5	3	5	30	1	0	1	1	1
1	19	9	1	"Env. Sci/mgmt"	6	3	13	5	1	0	0	0	1
1	19	12	1	"Biopsych"	6	3	5	13	1	0	0	1	1
1	20	10	1	"Education"	5	3	10	18	1	0	1	1	1
1	20	12	1	"Biopsych"	5	3	18	10	1	0	1	0	1
1	20	9	1	"Env. Sci/mgmt"	6	3	9	12	1	0	0	1	1
1	20	11	0	"Physics"	6	3	12	9	1	0	0	0	1
1	21	9	1	"Env. Sci/mgmt"	5	3	9	18	1	0	1	1	1
1	21	12	1	"Biopsych"	5	3	18	9	1	0	1	0	1
1	21	10	1	"Education"	6	3	15	5	1	0	1	0	1
1	21	11	0	"Physics"	6	3	5	15	1	0	0	1	1
1	22	9	1	"Env. Sci/mgmt"	5	3	13	6	1	0	0	0	1
1	22	11	0	"Physics"	5	3	6	13	1	0	0	1	1
1	22	10	1	"Education"	6	3	20	5	1	0	0	0	1
1	22	12	1	"Biopsych"	6	3	5	20	1	0	0	1	1
1	23	11	0	"Physics"	5	3	20	5	1	0	0	0	1
1	23	12	1	"Biopsych"	5	3	5	20	1	0	0	1	1
1	23	9	1	"Env. Sci/mgmt"	6	3	13	15	1	0	1	0	1
1	23	10	1	"Education"	6	3	15	13	1	0	1	1	1
1	24	9	1	"Env. Sci/mgmt"	5	3	9	18	1	0	1	1	1
1	24	12	1	"Biopsych"	5	3	18	9	1	0	1	0	1
1	24	10	1	"Education"	6	3	20	10	1	0	0	0	1
1	24	11	0	"Physics"	6	3	10	20	1	0	0	1	1
1	25	10	1	"Education"	5	3	20	5	1	0	0	0	1
1	25	12	1	"Biopsych"	5	3	5	20	1	0	0	1	1
1	25	9	1	"Env. Sci/mgmt"	6	3	9	15	1	0	1	1	1
1	25	11	0	"Physics"	6	3	15	9	1	0	1	0	1
1	1	15	0	"CS"	7	4	12	5	1	0	0	1	1
1	1	16	0	"History"	7	4	5	12	1	0	1	0	1
1	1	13	0	"Bus. Econ"	8	4	10	12	1	0	0	0	1
1	1	14	0	"Physics/Math"	8	4	12	10	1	0	1	1	1
1	2	14	0	"Physics/Math"	7	4	18	8	1	0	0	0	1
1	2	16	0	"History"	7	4	8	18	1	0	1	1	1
1	2	13	0	"Bus. Econ"	8	4	5	12	1	0	0	0	1
1	2	15	0	"CS"	8	4	12	5	1	0	0	1	1
1	3	15	0	"CS"	7	4	15	3	1	0	0	0	1
1	3	16	0	"History"	7	4	3	15	1	0	1	1	1
1	3	13	0	"Bus. Econ"	8	4	5	13	1	0	0	0	1
1	3	14	0	"Physics/Math"	8	4	13	5	1	0	0	1	1
1	4	13	0	"Bus. Econ"	7	4	10	15	1	0	1	1	1
1	4	14	0	"Physics/Math"	7	4	15	10	1	0	1	0	1
1	4	15	0	"CS"	8	4	12	12	1	0	1	1	1
1	4	16	0	"History"	8	4	12	12	1	0	1	0	1
1	5	13	0	"Bus. Econ"	7	4	10	14	1	0	1	1	1
1	5	16	0	"History"	7	4	14	10	1	0	0	0	1
1	5	14	0	"Physics/Math"	8	4	16	10	1	0	1	0	1
1	5	15	0	"CS"	8	4	10	16	1	0	1	1	1
1	6	13	0	"Bus. Econ"	7	4	8	15	1	0	1	1	1
1	6	15	0	"CS"	7	4	15	8	1	0	0	0	1
1	6	14	0	"Physics/Math"	8	4	16	16	1	0	1	0	1
1	6	16	0	"History"	8	4	16	16	1	0	1	1	1
1	7	14	0	"Physics/Math"	7	4	13	10	1	0	1	1	1
1	7	16	0	"History"	7	4	10	13	1	0	0	0	1
1	7	13	0	"Bus. Econ"	8	4	0	15	1	0	0	1	1
1	7	15	0	"CS"	8	4	15	0	1	0	0	0	1
1	8	13	0	"Bus. Econ"	7	4	10	13	1	0	1	0	1
1	8	14	0	"Physics/Math"	7	4	13	10	1	0	0	1	1
1	8	15	0	"CS"	8	4	12	16	1	0	1	1	1
1	8	16	0	"History"	8	4	16	12	1	0	0	0	1
1	9	13	0	"Bus. Econ"	7	4	10	18	1	0	1	0	1
1	9	16	0	"History"	7	4	18	10	1	0	1	1	1
1	9	14	0	"Physics/Math"	8	4	13	15	1	0	1	1	1
1	9	15	0	"CS"	8	4	15	13	1	0	1	0	1
1	10	13	0	"Bus. Econ"	7	4	10	16	1	0	0	1	1
1	10	14	0	"Physics/Math"	7	4	16	10	1	0	1	0	1
1	10	15	0	"CS"	8	4	12	20	1	0	1	1	1
1	10	16	0	"History"	8	4	20	12	1	0	1	0	1
1	11	13	0	"Bus. Econ"	7	4	16	12	1	0	1	0	1
1	11	15	0	"CS"	7	4	12	16	1	0	1	1	1
1	11	14	0	"Physics/Math"	8	4	16	6	1	0	0	0	1
1	11	16	0	"History"	8	4	6	16	1	0	0	1	1
1	12	13	0	"Bus. Econ"	7	4	16	6	1	0	0	0	1
1	12	16	0	"History"	7	4	6	16	1	0	0	1	1
1	12	14	0	"Physics/Math"	8	4	13	15	1	0	1	1	1
1	12	15	0	"CS"	8	4	15	13	1	0	1	0	1
1	13	14	0	"Physics/Math"	7	4	13	6	1	0	0	1	1
1	13	16	0	"History"	7	4	6	13	1	0	1	0	1
1	13	13	0	"Bus. Econ"	8	4	12	15	1	0	1	1	1
1	13	15	0	"CS"	8	4	15	12	1	0	1	0	1
1	14	13	0	"Bus. Econ"	7	4	10	9	1	0	0	1	1
1	14	16	0	"History"	7	4	9	10	1	0	1	0	1
1	14	14	0	"Physics/Math"	8	4	13	15	1	0	1	1	1
1	14	15	0	"CS"	8	4	15	13	1	0	1	0	1
1	15	13	0	"Bus. Econ"	7	4	16	12	1	0	1	0	1
1	15	15	0	"CS"	7	4	12	16	1	0	1	1	1
1	15	14	0	"Physics/Math"	8	4	15	2	1	0	0	0	1
1	15	16	0	"History"	8	4	2	15	1	0	1	1	1
1	16	13	0	"Bus. Econ"	7	4	16	13	1	0	1	0	1
1	16	14	0	"Physics/Math"	7	4	13	16	1	0	1	1	1
1	16	15	0	"CS"	8	4	12	5	1	0	0	1	1
1	16	16	0	"History"	8	4	5	12	1	0	0	0	1
1	17	15	0	"CS"	7	4	15	1	1	0	0	0	1
1	17	16	0	"History"	7	4	1	15	1	0	0	1	1
1	17	13	0	"Bus. Econ"	8	4	10	15	1	0	1	1	1
1	17	14	0	"Physics/Math"	8	4	15	10	1	0	1	0	1
1	18	14	0	"Physics/Math"	7	4	13	15	1	0	1	1	1
1	18	15	0	"CS"	7	4	15	13	1	0	1	0	1
1	18	13	0	"Bus. Econ"	8	4	16	78	1	0	1	0	1
1	18	16	0	"History"	8	4	78	16	1	0	1	1	1
1	19	13	0	"Bus. Econ"	7	4	16	82	1	0	1	0	1
1	19	16	0	"History"	7	4	82	16	1	0	0	1	1
1	19	14	0	"Physics/Math"	8	4	15	12	1	0	1	0	1
1	19	15	0	"CS"	8	4	12	15	1	0	1	1	1
1	20	13	0	"Bus. Econ"	7	4	10	15	1	0	1	1	1
1	20	15	0	"CS"	7	4	15	10	1	0	1	0	1
1	20	14	0	"Physics/Math"	8	4	15	1	1	0	0	0	1
1	20	16	0	"History"	8	4	1	15	1	0	0	1	1
1	21	14	0	"Physics/Math"	7	4	13	15	1	0	1	1	1
1	21	15	0	"CS"	7	4	15	13	1	0	1	0	1
1	21	13	0	"Bus. Econ"	8	4	15	2	1	0	0	0	1
1	21	16	0	"History"	8	4	2	15	1	0	1	1	1
1	22	13	0	"Bus. Econ"	7	4	15	1	1	0	0	0	1
1	22	16	0	"History"	7	4	1	15	1	0	1	1	1
1	22	14	0	"Physics/Math"	8	4	13	15	1	0	1	1	1
1	22	15	0	"CS"	8	4	15	13	1	0	1	0	1
1	23	14	0	"Physics/Math"	7	4	15	12	1	0	1	0	1
1	23	15	0	"CS"	7	4	12	15	1	0	1	1	1
1	23	13	0	"Bus. Econ"	8	4	10	7	1	0	0	1	1
1	23	16	0	"History"	8	4	7	10	1	0	1	0	1
1	24	13	0	"Bus. Econ"	7	4	10	2	1	0	0	1	1
1	24	16	0	"History"	7	4	2	10	1	0	0	0	1

1	24	14	0	"Physics/Math"	8	4	15	12	1	0	1	0	1
1	24	15	0	"CS"	8	4	12	15	1	0	1	1	1
1	25	13	0	"Bus. Econ"	7	4	16	15	1	0	1	1	1
1	25	14	0	"Physics/Math"	7	4	15	16	1	0	1	0	1
1	25	15	0	"CS"	8	4	15	3	1	0	0	0	1
